
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 0% ──────────── 88.7KB/43.3MB 211.5KB/s 0.1s<3:29
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 0% ──────────── 221.7KB/43.3MB 1.1MB/s 0.2s<40.2s
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 1% ──────────── 443.4KB/43.3MB 2.1MB/s 0.3s<20.1s
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 2% ──────────── 709.4KB/43.3MB 2.5MB/s 0.5s<16.8s
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 2% ──────────── 1.0/43.3MB 3.3MB/s 0.6s<12.7s
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 3% ──────────── 1.4/43.3MB 3.3MB/s 0.7s<12.5s
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 3% ──────────── 1.4/43.3MB 237.0KB/s 0.8s<3:01
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 3% ──────────── 1.5/43.3MB 207.5KB/s 1.1s<3:26
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 3% ──────────── 1.5/43.3MB 210.2KB/s 1.3s<3:24
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 4% ──────────── 1.6/43.3MB 233.5KB/s 1.6s<3:03
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 4% ──────────── 1.6/43.3MB 196.0KB/s 2.0s<3:38
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 4% ╸─────────── 1.8/43.3MB 396.5KB/s 2.3s<1:47
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 4% ╸─────────── 1.9/43.3MB 296.1KB/s 3.0s<2:23
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 4% ╸─────────── 1.9/43.3MB 337.1KB/s 3.2s<2:06
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 5% ╸─────────── 2.0/43.3MB 365.7KB/s 3.4s<1:56
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 5% ╸─────────── 2.1/43.3MB 340.5KB/s 3.5s<2:04
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 5% ╸─────────── 2.2/43.3MB 298.6KB/s 4.2s<2:21
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 5% ╸─────────── 2.3/43.3MB 273.3KB/s 4.6s<2:34
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 5% ╸─────────── 2.4/43.3MB 257.0KB/s 5.0s<2:43
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 6% ╸─────────── 2.4/43.3MB 201.5KB/s 5.6s<3:28
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 6% ╸─────────── 2.5/43.3MB 251.9KB/s 5.9s<2:46
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 6% ╸─────────── 2.6/43.3MB 272.5KB/s 6.0s<2:33
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 6% ╸─────────── 2.6/43.3MB 389.2KB/s 6.1s<1:47
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 6% ╸─────────── 2.7/43.3MB 523.0KB/s 6.3s<1:19
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 6% ╸─────────── 2.8/43.3MB 483.8KB/s 6.4s<1:26
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 6% ╸─────────── 2.8/43.3MB 360.9KB/s 7.0s<1:55
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 7% ╸─────────── 2.9/43.3MB 1021.6KB/s 7.1s<40.4s
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 7% ╸─────────── 3.0/43.3MB 383.2KB/s 7.2s<1:48
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 7% ╸─────────── 3.1/43.3MB 453.7KB/s 7.3s<1:31
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 7% ╸─────────── 3.1/43.3MB 415.4KB/s 7.5s<1:39
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 7% ╸─────────── 3.2/43.3MB 323.3KB/s 7.9s<2:07
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 7% ╸─────────── 3.2/43.3MB 291.2KB/s 8.1s<2:21
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 7% ╸─────────── 3.2/43.3MB 268.8KB/s 8.3s<2:33
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 8% ╸─────────── 3.3/43.3MB 283.9KB/s 8.4s<2:24
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 8% ╸─────────── 3.3/43.3MB 234.5KB/s 8.8s<2:55
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 8% ╸─────────── 3.4/43.3MB 196.5KB/s 9.2s<3:28
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 8% ╸─────────── 3.5/43.3MB 202.0KB/s 9.6s<3:22
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 8% ╸─────────── 3.5/43.3MB 185.2KB/s 9.9s<3:40
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 8% ╸─────────── 3.6/43.3MB 193.1KB/s 10.1s<3:31
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 8% ╸─────────── 3.6/43.3MB 201.5KB/s 10.3s<3:22
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 8% ━─────────── 3.6/43.3MB 173.5KB/s 10.8s<3:54
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 8% ━─────────── 3.7/43.3MB 186.3KB/s 11.0s<3:38
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 9% ━─────────── 3.7/43.3MB 195.4KB/s 11.2s<3:27
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 9% ━─────────── 3.8/43.3MB 201.6KB/s 11.4s<3:21
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 9% ━─────────── 3.8/43.3MB 206.3KB/s 11.6s<3:16
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 9% ━─────────── 3.9/43.3MB 209.2KB/s 11.8s<3:13
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 9% ━─────────── 3.9/43.3MB 211.4KB/s 12.0s<3:11
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 9% ━─────────── 3.9/43.3MB 225.4KB/s 12.2s<2:59
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 9% ━─────────── 4.0/43.3MB 315.4KB/s 12.3s<2:08
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 9% ━─────────── 4.1/43.3MB 259.1KB/s 12.7s<2:35
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 10% ━─────────── 4.2/43.3MB 295.5KB/s 12.9s<2:16
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 10% ━─────────── 4.2/43.3MB 270.2KB/s 13.1s<2:28
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 10% ━─────────── 4.2/43.3MB 255.2KB/s 13.3s<2:37
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 10% ━─────────── 4.3/43.3MB 243.6KB/s 13.5s<2:44
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 10% ━─────────── 4.3/43.3MB 235.3KB/s 13.7s<2:50
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 10% ━─────────── 4.4/43.3MB 229.7KB/s 13.9s<2:54
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 10% ━─────────── 4.4/43.3MB 240.5KB/s 14.1s<2:46
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 10% ━─────────── 4.5/43.3MB 197.8KB/s 14.5s<3:21
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 10% ━─────────── 4.5/43.3MB 205.1KB/s 14.7s<3:14
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 11% ━─────────── 4.6/43.3MB 273.5KB/s 15.0s<2:25
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 11% ━─────────── 4.6/43.3MB 221.5KB/s 15.4s<2:59
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 11% ━─────────── 4.7/43.3MB 241.2KB/s 15.5s<2:44
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 11% ━─────────── 4.7/43.3MB 228.5KB/s 15.8s<2:53
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 11% ━─────────── 4.8/43.3MB 224.9KB/s 16.0s<2:55
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 11% ━─────────── 4.8/43.3MB 222.8KB/s 16.2s<2:57
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 11% ━─────────── 4.8/43.3MB 220.6KB/s 16.4s<2:58
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 11% ━─────────── 4.9/43.3MB 219.2KB/s 16.6s<2:59
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 11% ━─────────── 4.9/43.3MB 218.3KB/s 16.8s<2:60
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 11% ━─────────── 5.0/43.3MB 185.4KB/s 17.2s<3:32
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 12% ━─────────── 5.0/43.3MB 190.1KB/s 17.4s<3:26
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 12% ━─────────── 5.1/43.3MB 203.4KB/s 17.6s<3:12
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 12% ━─────────── 5.1/43.3MB 233.9KB/s 17.8s<2:47
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 12% ━─────────── 5.2/43.3MB 236.1KB/s 18.1s<2:45
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 12% ━─────────── 5.2/43.3MB 230.1KB/s 18.3s<2:49
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 12% ━─────────── 5.3/43.3MB 226.1KB/s 18.5s<2:52
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 12% ━─────────── 5.3/43.3MB 223.1KB/s 18.7s<2:54
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 12% ━─────────── 5.4/43.3MB 221.2KB/s 18.9s<2:56
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 12% ━─────────── 5.4/43.3MB 187.4KB/s 19.4s<3:27
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 13% ━╸────────── 5.5/43.3MB 196.1KB/s 19.8s<3:17
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 13% ━╸────────── 5.5/43.3MB 202.2KB/s 20.0s<3:11
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 13% ━╸────────── 5.6/43.3MB 174.0KB/s 20.4s<3:42
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 13% ━╸────────── 5.6/43.3MB 186.6KB/s 20.6s<3:27
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 13% ━╸────────── 5.7/43.3MB 198.0KB/s 20.8s<3:15
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 13% ━╸────────── 5.7/43.3MB 201.3KB/s 21.0s<3:11
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 13% ━╸────────── 5.8/43.3MB 172.0KB/s 21.4s<3:43
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 13% ━╸────────── 5.8/43.3MB 263.7KB/s 21.6s<2:25
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 14% ━╸────────── 5.9/43.3MB 287.0KB/s 21.7s<2:13
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 14% ━╸────────── 5.9/43.3MB 235.6KB/s 22.1s<2:42
[KDownloading https://github.com/ultralytics/assets/releases/download/v8.4.0/yolo11m-seg.pt to 'yolo11m-seg.pt': 14% ━╸────────── 6.0/43.3MB 229.7KB/s 22.3s<2:46
